,Crime_ID,Month,Reported_by,Falls_within,Longitude,Latitude,Location,LSOA_code,LSOA_name,Crime_type,Last_outcome_category,Context,geometry
36327,9fd6ba864581b2f2361d7740b7f58c267393187a7b2cb5f99badd7fc047dcf5b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.072028,51.580441,On or near Pedestrian Subway,E01002072,Haringey 025D,Burglary,Under investigation,,POINT (-8018.120282857838 6724616.441065851)
36357,108d7f806fc71c11b382c7f9c8a3a20ecc4a5c4de8ca62dd7a640d587bdf594a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.09275900000000001,51.583775,On or near Cranleigh Road,E01002043,Haringey 026A,Burglary,Under investigation,,POINT (-10325.88464649191 6725213.711222908)
36358,a920aad5cc77bdf36ad10711c0aa4e9e2a11769b9b92a957f5d8301a370daaa0,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.08874800000000001,51.586479,On or near Philip Lane,E01002043,Haringey 026A,Burglary,Under investigation,,POINT (-9879.382168922071 6725698.152078185)
36359,17b56f28210aa3fceb4776eaa6abbbeb2b699d28cedb66bee3ce5e81438a680a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.090664,51.58589,On or near Olive Grove,E01002043,Haringey 026A,Burglary,Under investigation,,POINT (-10092.67031328125 6725592.62607787)
36376,11308d1164b6e29a23ea88c42b307d1c91bcb312c6d1ab3452c2de281e23c86b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.084549,51.583344,On or near Newsam Avenue,E01002045,Haringey 026B,Burglary,Under investigation,,POINT (-9411.951627079659 6725136.497167538)
36377,00d423dd012403455f3049cb4236be0886bddc48ec8bc44e41292130430a227d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.08715099999999999,51.582226,On or near Appleby Close,E01002045,Haringey 026B,Burglary,Under investigation,,POINT (-9701.604942124733 6724936.209829871)
36378,584aabf91a8396386a5d27bcbb5dbb840e29008bb038192ec99e0f6943173d5f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.08867,51.582143,On or near Sports/Recreation Area,E01002045,Haringey 026B,Burglary,Under investigation,,POINT (-9870.699248639854 6724921.340751746)
36394,a62dedf0341e6a4ec19db71ae43b9d8b55b0c89d5755a78b1c8c3efa590865ee,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.082954,51.581457,On or near Cissbury Road,E01002046,Haringey 026C,Burglary,Under investigation,,POINT (-9234.397039264788 6724798.447965184)
36395,de2db57cbd86611442d3f61e0a9ee1f20684d7f16f0995dab441cf55a5b9c15d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.079928,51.581334999999996,On or near Culvert Road,E01002046,Haringey 026C,Burglary,Under investigation,,POINT (-8897.544260123681 6724776.592591033)
36413,242831140dd354bdb68bc59053d890cbc98a48927db2f406adab2be1734a9bbb,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.08551900000000001,51.584988,On or near Sturrock Close,E01002049,Haringey 026D,Burglary,Under investigation,,POINT (-9519.931533151219 6725431.025245077)
36414,40945c933f9f6b88347645caa85c0faf1286f0acd17b4568893464c4ed26f7e8,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.08748600000000001,51.58457,On or near Dagmar Road,E01002049,Haringey 026D,Burglary,Under investigation,,POINT (-9738.896971540644 6725356.138142078)
36421,b2dbdb01b828256c5ba84e8054e3d6b7134b5a2225182c17574af18a912785a1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.096426,51.583402,On or near Avondale Road,E01002042,Haringey 027A,Burglary,Under investigation,,POINT (-10734.09321923323 6725146.887879445)
36422,13e084ca873347f93e7505dd9e29977f8ba01ee06d2fba4031e447dfe5dfc711,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.094939,51.583765,On or near Woodlands Park Road,E01002042,Haringey 027A,Burglary,Under investigation,,POINT (-10568.56113642342 6725211.919705205)
36444,d9e32a2e8c4e1a27c4c65cfc8261bf64691f9ad14435c7d44cc6b324e14ef759,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.098815,51.583234000000004,On or near Harringay Road,E01002044,Haringey 027B,Burglary,Under investigation,,POINT (-11000.03548273622 6725116.790681398)
36445,238f068532351dba0dabd9a73d2dffa24da7408db4a34a8a4c7c66fac0c4eca8,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.099235,51.581119,On or near Supermarket,E01002044,Haringey 027B,Burglary,Under investigation,,POINT (-11046.78966887015 6724737.897974145)
36469,27904f27641b0dde9af1d5c95c84902d73ddcb909defe1a2b9401aa1968315e1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.09622,51.579002,On or near Rutland Gardens,E01002047,Haringey 027C,Burglary,Under investigation,,POINT (-10711.16140412978 6724358.664634953)
36493,c142a90662fbe9344d856e93e35cf886ffbc463e00d77f55074a783464d54165,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.09564500000000001,51.586555,On or near Belmont Road,E01002048,Haringey 027D,Burglary,Under investigation,,POINT (-10647.15269692265 6725711.768435937)
36494,37862da116ffd1e51d3ec37138fbaf0b098627c68b7b2d2b1aab68c860e22bf5,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.094763,51.586244,On or near Vincent Road,E01002048,Haringey 027D,Burglary,Under investigation,,POINT (-10548.96890604281 6725656.049010814)
36495,df09b4851b5a801c58a21bbf0987d395398a0c4d2b4014c278aa6b30a94e38e7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.09664299999999999,51.58685,On or near Carlingford Road,E01002048,Haringey 027D,Burglary,Under investigation,,POINT (-10758.24954873458 6725764.621619325)
36540,80d6390a8a78fa1af7c6881c383ac520578a23ec0578c9de0b1eb9050b278054,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.10866600000000001,51.578556,On or near Highbank Way,E01002059,Haringey 028C,Burglary,Under investigation,,POINT (-12096.64378654309 6724278.771720516)
36541,97ca05e680466df16eaf3d4df34214315db06a7a5349c30ebac2ee0761fbd447,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.11291,51.579235,On or near Mayfield Road,E01002059,Haringey 028C,Burglary,Under investigation,,POINT (-12569.08370546834 6724400.402724919)
36542,7d9e2afb1104867cb12b3dfc8d6002c73b136d566f00a8d087c62252c905430a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.11224500000000001,51.582039,On or near Rathcoole Gardens,E01002059,Haringey 028C,Burglary,Under investigation,,POINT (-12495.05624408986 6724902.709656049)
36555,01d688985f76a62b524265b55c19ac14d2d5fac0c63b5c67cb65db857fbff75c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.112001,51.577476000000004,On or near Ridge Road,E01002060,Haringey 028D,Burglary,Under investigation,,POINT (-12467.89428833653 6724085.312305706)
36566,ab8cb7af4d01b2190ff6bb240894a60bf76ff057297db59006f7bfc3c4737264,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.067079,51.578687,On or near Elm Park Avenue,E01002050,Haringey 029A,Burglary,Under investigation,,POINT (-7467.20012292175 6724302.237943656)
36595,4ef9a7664ccd84e62147641ce33b414883f6bf2609201cfc6b6bb7112d85ad38,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.064009,51.577234000000004,On or near Timberwharf Road,E01002052,Haringey 029C,Burglary,Under investigation,,POINT (-7125.449286186201 6724041.963696931)
36596,1318991a120cca778c1481a8cebff4ef6844767810b997a0cc330b5847b238cd,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.06629600000000001,51.576741,On or near Moundfield Road,E01002052,Haringey 029C,Burglary,Under investigation,,POINT (-7380.036961631534 6723953.655055096)
36617,8db248729d978cd0a0f4b542007560c0664a6110a83501fa2b1d86f824d55a8b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.07156,51.577169,On or near Norfolk Avenue,E01002055,Haringey 029D,Burglary,Under investigation,,POINT (-7966.022761167362 6724030.320514889)
36631,aa047e0dffdfc27efe75fde8324473126ab74008b9267712776d5fa2d8e0085d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.159778,51.583415,On or near Great North Road,E01001994,Haringey 030A,Burglary,Under investigation,,POINT (-17786.40559996798 6725149.21683393)
36632,158ccef1d26cb87ee0e6316aae785cd82dc41e589c355c2e1d928be1cb046444,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.163126,51.583422,On or near Bancroft Avenue,E01001994,Haringey 030A,Burglary,Under investigation,,POINT (-18159.10325514463 6725150.470886622)
36641,d08b715917725e00b9450095216de742b2112353213aafd328d8a838e13c6afd,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.160475,51.57687,On or near Sheldon Avenue,E01002008,Haringey 030B,Burglary,Under investigation,,POINT (-17863.99528505177 6723976.762091965)
36642,e36ab8fe3687d660dce8f2f5d2fd33bca85c027aeebedf35cd27f76fbe5347d3,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.149988,51.572821000000005,On or near Petrol Station,E01002008,Haringey 030B,Burglary,Under investigation,,POINT (-16696.58778510086 6723251.519007671)
36656,80a082b1134d7c24035148c61817881de681ebe405e4ca104f3265d2059b5c89,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.153824,51.578582,On or near North Hill,E01002010,Haringey 030C,Burglary,Under investigation,,POINT (-17123.60935178415 6724283.42913347)
36657,9d26937a47cdf167ab73eb037985efb188b0c930c31fb317c06942f99321afd5,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.152226,51.577433,On or near Bramalea Close,E01002010,Haringey 030C,Burglary,Under investigation,,POINT (-16945.72080549558 6724077.609850095)
36676,5f78e79bf58ec5b29c58c16169f520d67e687ce0a38eb4cc6f1776092a5dfb8e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.151607,51.578448,On or near Church Road,E01002011,Haringey 030D,Burglary,Under investigation,,POINT (-16876.81404069684 6724259.425572157)
36677,2eda2c46de606d0dbf51b591b861f4c280dd16a9be1c09caf6fd01eb1d1d33e1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.148615,51.577493,On or near Bloomfield Road,E01002011,Haringey 030D,Burglary,Under investigation,,POINT (-16543.74612424351 6724088.357464584)
36710,447222a9b4b3bab5d955575292c944010744515cb85eb0659e40cfffdd06033f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.103469,51.576484,On or near Atterbury Road,E01002001,Haringey 031B,Burglary,Under investigation,,POINT (-11518.11639288874 6723907.620301141)
36711,ebced76caf692b6367977d6b05ee65d25b3135b3973a03bfb75a46352779b275,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.102798,51.576671000000005,On or near Woollaston Road,E01002001,Haringey 031B,Burglary,Under investigation,,POINT (-11443.42101456568 6723941.116380366)
36738,d344ee97c5d468b09717d006303d423ebb479bd81a670183cea98c818842121f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.10269500000000001,51.574637,On or near Endymion Road,E01002002,Haringey 031C,Burglary,Under investigation,,POINT (-11431.95510701396 6723576.786750241)
36739,09251ad69fb88631401f7117bf53c35c2f8dd167ebd4a497b7f4b55fb0402c8f,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.10555899999999999,51.565107,On or near Stroud Green Road,E01002002,Haringey 031C,Burglary,Under investigation,,POINT (-11750.77412864606 6721869.992366045)
36740,e0308930ae97fa0354cfbe83a6fa1f7de4346d3f7cdde0c52d50356c7706bc6e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.104414,51.577723,On or near Railway Approach,E01002002,Haringey 031C,Burglary,Under investigation,,POINT (-11623.31331168796 6724129.556784919)
36801,ed870de4234eb81a3aae7494c40092a15a0d3bdf5075c72ad4780d3bedd94956,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.098499,51.575577,On or near Green Lanes,E01002058,Haringey 031D,Burglary,Under investigation,,POINT (-10964.85852364525 6723745.157316011)
36802,6e45c71c2065e50c0d01af54c7ef1464adb3d3f550871fb18429c7739b36e986,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.097111,51.575293,On or near Urban Mews,E01002058,Haringey 031D,Burglary,Under investigation,,POINT (-10810.34707042506 6723694.287543945)
36828,f4c51e6666123820c7cadc2d949cd8daea54f238ba938769566023fec4171d7c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.075806,51.577095,On or near Frinton Road,E01002053,Haringey 032A,Burglary,Under investigation,,POINT (-8438.685319075086 6724017.065220214)
36829,8bf5f2d16f708bd065b1f3a00548c136ece3f59c5f7d40bfeae830a1828f4065,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.07875,51.578133,On or near Latimer Road,E01002053,Haringey 032A,Burglary,Under investigation,,POINT (-8766.40989996904 6724202.999568699)
36830,8edef809e670014154c5497cacac20b6a04c49608ea014bc7bed3bcb256b015e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.07717,51.577945,On or near St Ann'S Road,E01002053,Haringey 032A,Burglary,Under investigation,,POINT (-8590.525104517004 6724169.323283155)
36861,9e23a37e5f09ff11679ce9f1bbee9fed20123df0c8b553257620f4a6f4abadd9,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.086934,51.576045,On or near Overbury Road,E01002056,Haringey 032C,Burglary,Under investigation,,POINT (-9677.448612623382 6723828.985662047)
36862,97f621b26d796169ff68012e303a8e79ee94d9cb8e502538e998d3d2ace5d83e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.086012,51.57567,On or near Tewkesbury Road,E01002056,Haringey 032C,Burglary,Under investigation,,POINT (-9574.8120421112 6723761.815444261)
36863,a0d612cd9b32db4accab0ae80b2a22686fcb6fb8bf7b7cd7f34a22c45f76921e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.079012,51.576024,On or near Paignton Road,E01002056,Haringey 032C,Burglary,Under investigation,,POINT (-8795.575606558901 6723825.224115201)
36884,dcc52066125c5926fa35172d14d08abde1f629533192aeecfdc3e146c23a22d7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.088915,51.578361,On or near Oakdale Road,E01002057,Haringey 032D,Burglary,Under investigation,,POINT (-9897.972523884411 6724243.841208302)
36885,179f77419286adde2bf0e7a7a4b8be53ef9edbce02075eabe73c47af5c8db976,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.086826,51.577599,On or near Tiverton Road,E01002057,Haringey 032D,Burglary,Under investigation,,POINT (-9665.426107615491 6724107.344951532)
36886,fc50f8569fa6f5e3dac1eed0f1e3574c84c9a40a5fc0188339fdae980b74b1f9,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.09383999999999999,51.577605,On or near Wiltshire Gardens,E01002057,Haringey 032D,Burglary,Under investigation,,POINT (-10446.22101603939 6724108.419716268)
36898,5202552d6a0343c9c1420c984ff90c32f7e61ac57d6f98829db7a3c54ccc5360,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.130295,51.57375,On or near Hornsey Lane,E01001984,Haringey 033A,Burglary,Under investigation,,POINT (-14504.37305290823 6723417.912611498)
36905,9855d7ade69b3575b301c09cd1d33fda029196656811b4a1cc9470e916e66a5a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.127179,51.577953,On or near Coleridge Road,E01001985,Haringey 033B,Burglary,Under investigation,,POINT (-14157.50151959861 6724170.756313745)
36906,c15957f70dba3431682d8df2e0bc8430ca4bf57b8eec57d04c08c5e37807de6e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.13051500000000002,51.576846,On or near Courtside,E01001985,Haringey 033B,Burglary,Under investigation,,POINT (-14528.86334088328 6723972.463103397)
36920,7c6b6d5fb0ab88e15f6e521a77c6a805e560fd97ff1be49e7fde1c1ae7b6d92d,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.129219,51.58063,On or near Wolseley Road,E01001989,Haringey 033D,Burglary,Under investigation,,POINT (-14384.59328081691 6724650.298340426)
36921,685c98b30af0939dbb276ee3c9dd710d2ac57bacec80b5b72979611514889051,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.133901,51.577674,On or near Hurst Avenue,E01001989,Haringey 033D,Burglary,Under investigation,,POINT (-14905.79113670981 6724120.779520935)
36922,2045676f1d469a58a94f2d7a9c3c8f9f2f9ba2384017f46208a0578ef57d8393,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.131243,51.582316,On or near Sports/Recreation Area,E01001989,Haringey 033D,Burglary,Under investigation,,POINT (-14609.90393018115 6724952.332957322)
36923,017f9539f3573731d301a7d0023fb713a910fc3823fceb5706a8326fefb1eefe,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.126427,51.580783000000004,On or near Shanklin Road,E01001989,Haringey 033D,Burglary,Under investigation,,POINT (-14073.78926252246 6724677.706713456)
36954,f6dc38ab3c16a94a8801d82a50b007506dcb0a16dd6ba4c9df95600e452d201e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.12293299999999999,51.578371000000004,On or near Hatherley Gardens,E01001988,Haringey 034B,Burglary,Offender given community sentence,,POINT (-13684.83896169088 6724245.632512972)
36975,cd4a2d8e795f084052eb5b2c5631941344b3f0bd964c188a21b437a87f6152ea,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.123276,51.580894,On or near Middle Lane Mews,E01001990,Haringey 034C,Burglary,Under investigation,,POINT (-13723.02154703099 6724697.591277133)
37019,5246c7ca74b7af5f13841692a6e425a2eb0e9b7748416bd0a368e6b808e3df6b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.139062,51.573240999999996,On or near Langdon Park Road,E01002005,Haringey 035A,Burglary,Under investigation,,POINT (-15480.31102869391 6723326.744973577)
37020,41386cbc0bab7bafbcd4343be50defb43eac8c35420e32e334bd9452d9dca795,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.141788,51.575398,On or near Holmesdale Road,E01002005,Haringey 035A,Burglary,Under investigation,,POINT (-15783.76796059528 6723713.094993061)
37029,d9b502287d962e5a96587a1e71c3a1be05c0bfb9b5e6ef53a1a01f760a2b78b2,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.1403,51.574376,On or near Northwood Road,E01002006,Haringey 035B,Burglary,Under investigation,,POINT (-15618.12455829707 6723530.037668219)
37035,962501d48268332f8205c80140068467fc206da54f326f8d917f5ab24d213a44,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.146615,51.575924,On or near Jackson'S Lane,E01002007,Haringey 035C,Burglary,Under investigation,,POINT (-16321.10714265471 6723807.312011216)
37036,07d88411491f8f39c01d4522475615a80dd16c80fcd1d88303ae6e948e21e0bf,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.144427,51.575431,On or near Highgate Avenue,E01002007,Haringey 035C,Burglary,Under investigation,,POINT (-16077.540096799 6723719.005914615)
37056,cb53b706d14e3ebd150d078fc3993910db88462170fd9a216af4baa8104ce2c1,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.141037,51.570098,On or near Cromwell Place,E01002009,Haringey 035D,Burglary,Under investigation,,POINT (-15700.16702301037 6722763.82085563)
37073,0fa765f47dd0529c25e830c6af91274afd61da7f3c08a7fb928701605030666e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.10656900000000001,51.571013,On or near Scarborough Road,E01002063,Haringey 036B,Burglary,Under investigation,,POINT (-11863.20681434713 6722927.697071232)
37083,734ffd8f924033e7bc23aff5eff992db7ae4f8d82f169a86d429e951fa98699c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.11027200000000001,51.571828000000004,On or near Florence Road,E01002064,Haringey 036C,Burglary,Under investigation,,POINT (-12275.42288875586 6723073.666095383)
37097,05796151115f60dd2610d6978bb66b6decb07606ad7daf58af23ba6d5af76c08,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.109145,51.567709,On or near Stroud Green Road,E01002065,Haringey 036D,Burglary,Under investigation,,POINT (-12149.96582263146 6722335.967245921)
37098,622754678e554ef16ff14ad06154128056f5c0ee968143b8102249e85107f439,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.10786,51.569793,On or near Oxford Road,E01002065,Haringey 036D,Burglary,Under investigation,,POINT (-12006.920276963 6722709.196183401)
37128,4cc47b3eebca3dc89abcd385886456a85ade37a18f2d3314e6e7e8330e4eb2ce,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.069872,51.604407,On or near Moselle Street,E01002034,Haringey 037A,Burglary,Under investigation,,POINT (-7778.115460707435 6728910.810461807)
37130,662d6cb8c2784a014f11752520968469d1e41df7c24bee4859b383d105b537cd,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.066735,51.606504,On or near Bennetts Close,E01002034,Haringey 037A,Burglary,Under investigation,,POINT (-7428.906218090403 6729286.671130768)
37131,7eaa7f40d2a99aeea76d61002ef0c5322917bce61e7e54f45d7b1b0699acfdd9,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.067513,51.606904,On or near Roebuck Close,E01002034,Haringey 037A,Burglary,Under investigation,,POINT (-7515.512781927285 6729358.368031991)
37133,ff38673bbdcf40ff8133bc3bdedb99d264978f134c3ef9397e1f15f4d6292f30,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.06575700000000001,51.607440999999994,On or near Grasmere Road,E01002034,Haringey 037A,Burglary,Under investigation,,POINT (-7320.035756094641 6729454.622115154)
37191,f7b12b8da922d8baff8f1f052c053e5a1f2763775772a71ad73d7e2a21bbe8a4,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.06862,51.60123,On or near Gascoigne Close,E01002038,Haringey 037B,Burglary,Under investigation,,POINT (-7638.743458235509 6728341.406552642)
37193,adc17f68838939f808d8c31b1201ed9d513c3037ddb47fffdef5d07ea3b95749,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.069497,51.599616999999995,On or near Pembury Road,E01002038,Haringey 037B,Burglary,Under investigation,,POINT (-7736.370651659181 6728052.328785792)
37208,6cb2774871aedc83b2cefa4a7662c48aaa74492c4ed51d7ad7c2bac7f6a0973a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.07346799999999999,51.603027000000004,On or near Gretton Road,E01002041,Haringey 037C,Burglary,Under investigation,,POINT (-8178.420349599508 6728663.472424896)
37232,56bf335b87eea64f4a0b32e594335a3e5f16cc8f140f60ef03caf2f3c752a47a,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.075558,51.60825,On or near Queen Street,E01032575,Haringey 037D,Burglary,Under investigation,,POINT (-8411.078085356829 6729599.632743853)
37252,98dc81767e5b05b1853dd1324e76e1704992d1b33d514dfcbd4de741ee1afb4e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.303352,51.620243,On or near Kerry Court,E01002112,Harrow 001A,Burglary,Under investigation,,POINT (-33768.99017112157 6731749.642301298)
37266,b87476a4cb9a7b6603a92ee00790432309c5def5b5afbde3376da28b91413f16,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.305884,51.614318,On or near Marsh Lane,E01002114,Harrow 001B,Burglary,Under investigation,,POINT (-34050.85112180864 6730687.384471815)
37271,e0c79679a51f598fe0f451f281c01c4c771ddc6196cb0084a202578a3a8e179e,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.319866,51.61861,On or near Winscombe Way,E01002225,Harrow 001C,Burglary,Under investigation,,POINT (-35607.32024208236 6731456.857649456)
37275,1148c0439bf5973e699241d2a1a60f048461bde11990e92b89a0fcf8ef687572,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.31493000000000004,51.622793,On or near Hall Farm Close,E01002226,Harrow 001D,Burglary,Under investigation,,POINT (-35057.84723552664 6732206.859247932)
37304,56ea3f2fdf634974ee112eeab94e6eb4d89b2778cfe0ab4b26542bf0ebd6b392,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.283987,51.61204,On or near Cavendish Drive,E01002116,Harrow 002C,Burglary,Under investigation,,POINT (-31613.28823190906 6730279.012375597)
37305,b4fd899699b273a022a54533df862fa491d1d8d558ad85935008afff9012b74c,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.287379,51.615173,On or near Lake View,E01002116,Harrow 002C,Burglary,Under investigation,,POINT (-31990.88394468015 6730840.663748683)
37312,ab1e423e36ef7369ebbb6c54f99449b7fd48707177972d0a0b11ed3082aa0ff3,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.295986,51.607493,On or near Whitchurch Lane,E01002117,Harrow 002D,Burglary,Under investigation,,POINT (-32949.01080193646 6729463.942868956)
37314,b0e695fd28194c88767d824c1cc88b06dc8b161ecf63fc6b02c31e92e2cd0959,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.297219,51.606584999999995,On or near Hitchin Lane,E01002117,Harrow 002D,Burglary,Under investigation,,POINT (-33086.26773408628 6729301.189702258)
37339,c01c52bdfd0c1b86f7829780ed15471aad1c3a116ddbc0c826d2ca926a5d08e5,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.280907,51.612138,On or near High Street,E01002118,Harrow 002E,Burglary,Under investigation,,POINT (-31270.42420026684 6730296.580200184)
37340,8cdea83816d06df950782859cc605dd0bc9ebeacfde779232d62c849abfa7233,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.281544,51.610186999999996,On or near Mead Road,E01002118,Harrow 002E,Burglary,Under investigation,,POINT (-31341.33471590212 6729946.844218426)
37342,ced4d9ef9fcf4c520619cdf548777108ef8ad6580ea05f2c65ee8808f12689af,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.280384,51.609919,On or near Police Station,E01002118,Harrow 002E,Burglary,Under investigation,,POINT (-31212.20410658118 6729898.803750835)
37364,3479019748e7cbb947a5488ccea7b24efcc5ca299ce27ef313f96eade52a0997,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.32716300000000004,51.615423,On or near Hanselin Close,E01002227,Harrow 003A,Burglary,Under investigation,,POINT (-36419.6185664007 6730885.482796269)
37365,085cbc0909c318f4c3e6d826aa2592efda7ffc368223bf1953004acbde5c94a7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.328178,51.617281,On or near Flecker Close,E01002227,Harrow 003A,Burglary,Under investigation,,POINT (-36532.6078495551 6731218.58569348)
37395,706b4fdc4f2f037dc2ef1792a2bb7ea16e19cf5120feaf9c67034a671fe0aad3,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.312942,51.611344,On or near Laurimel Close,E01002229,Harrow 003C,Burglary,Under investigation,,POINT (-34836.54408782981 6730154.246059533)
37396,73d06dff30917601df7003c384de5e2920b67898a5dbcc14c7db860d2039ddb0,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.307541,51.613658,On or near Beatty Road,E01002229,Harrow 003C,Burglary,Under investigation,,POINT (-34235.30751805448 6730569.065601176)
37414,ba81ada53e6325d9d4ba458acacda94e811e60c426dd8d649d2bb50ece1b1209,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.36347199999999996,51.617527,On or near Royston Park Road,E01002144,Harrow 004A,Burglary,Under investigation,,POINT (-40461.51795761177 6731262.689682792)
37447,61cd21e3ebced558f2867daaeb78598ff0ef3b7dc1aa4a0491eb3e748e0d35eb,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.335067,51.606265,On or near Tallack Close,E01002141,Harrow 005B,Burglary,Under investigation,,POINT (-37299.48782162864 6729243.83253375)
37470,2fc6805730d0dca60e26bc1a73eec18a50a22787901b0190ff6d5ec82a7edb7b,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.349029,51.602353,On or near Hampden Road,E01002143,Harrow 005D,Burglary,Under investigation,,POINT (-38853.7305520862 6728542.673826055)
37471,9705b5b44d88fe107fb2fc6c0f32a495adb178555e54424dd94235c16e0983b7,2019-04,Metropolitan Police Service,Metropolitan Police Service,-0.3487,51.604632,On or near Greer Road,E01002143,Harrow 005D,Burglary,Under investigation,,POINT (-38817.10643961486 6728951.138028394)
